setID,compound,condition,id,time,dv
DMSO,DMSO,-,79,700,0.319482
DMSO,DMSO,-,79,750,0.276152
DMSO,DMSO,-,79,800,0.303467
DMSO,DMSO,-,79,850,0.2824
DMSO,DMSO,-,79,900,0.267965
DMSO,DMSO,-,79,950,0.267288
DMSO,DMSO,-,79,1000,0.234515
DMSO,DMSO,-,79,1050,0.174832
DMSO,DMSO,-,79,1100,0.204087
DMSO,DMSO,-,79,1150,0.194298
DMSO,DMSO,-,79,1200,0.204087
DMSO,DMSO,-,79,1250,0.198132
DMSO,DMSO,-,79,1300,0.214959
DMSO,DMSO,-,79,1350,0.190576
DMSO,DMSO,-,79,1400,0.164164
DMSO,DMSO,-,79,1450,0.257296
DMSO,DMSO,-,79,1500,0.136533
DMSO,DMSO,-,79,1550,0.178171
DMSO,DMSO,-,79,1600,0.17675
DMSO,DMSO,-,79,1650,0.205034
DMSO,DMSO,-,79,1700,0.167705
DMSO,DMSO,-,79,1750,0.189291
DMSO,DMSO,-,79,1800,0.162337
DMSO,DMSO,-,80,0,-0.05616
DMSO,DMSO,-,80,50,0.22533
DMSO,DMSO,-,80,100,0.3707
DMSO,DMSO,-,80,150,0.407669
DMSO,DMSO,-,80,200,0.464707
DMSO,DMSO,-,80,250,0.608835
DMSO,DMSO,-,80,300,0.554174
DMSO,DMSO,-,80,350,0.516284
DMSO,DMSO,-,80,400,0.58506
DMSO,DMSO,-,80,450,0.483706
DMSO,DMSO,-,80,500,0.586987
DMSO,DMSO,-,80,550,0.383016
DMSO,DMSO,-,80,600,0.376269
DMSO,DMSO,-,80,650,0.342363
DMSO,DMSO,-,80,700,0.308628
DMSO,DMSO,-,80,750,0.356156
DMSO,DMSO,-,80,800,0.294641
DMSO,DMSO,-,80,850,0.215777
DMSO,DMSO,-,80,900,0.280205
DMSO,DMSO,-,80,950,0.307
DMSO,DMSO,-,80,1000,0.229057
DMSO,DMSO,-,80,1050,0.232591
DMSO,DMSO,-,80,1100,0.232077
DMSO,DMSO,-,80,1150,0.220189
DMSO,DMSO,-,80,1200,0.205132
DMSO,DMSO,-,80,1250,0.227022
DMSO,DMSO,-,80,1300,0.163065
DMSO,DMSO,-,80,1350,0.168334
DMSO,DMSO,-,80,1400,0.208366
DMSO,DMSO,-,80,1450,0.174546
DMSO,DMSO,-,80,1500,0.122691
DMSO,DMSO,-,80,1550,0.254674
DMSO,DMSO,-,80,1600,0.205796
DMSO,DMSO,-,80,1650,0.193973
DMSO,DMSO,-,80,1700,0.145202
DMSO,DMSO,-,80,1750,0.136249
DMSO,DMSO,-,80,1800,0.108769
DMSO,DMSO,-,81,0,0.006811
DMSO,DMSO,-,81,50,0.357434
DMSO,DMSO,-,81,100,0.422344
DMSO,DMSO,-,81,150,0.54117
DMSO,DMSO,-,81,200,0.568042
DMSO,DMSO,-,81,250,0.530377
DMSO,DMSO,-,81,300,0.558489
DMSO,DMSO,-,81,350,0.487848
DMSO,DMSO,-,81,400,0.459289
DMSO,DMSO,-,81,450,0.489535
DMSO,DMSO,-,81,500,0.474052
DMSO,DMSO,-,81,550,0.402221
DMSO,DMSO,-,81,600,0.325203
DMSO,DMSO,-,81,650,0.329917
DMSO,DMSO,-,81,700,0.338254
DMSO,DMSO,-,81,750,0.350363
DMSO,DMSO,-,81,800,0.277663
DMSO,DMSO,-,81,850,0.301185
DMSO,DMSO,-,81,900,0.264363
DMSO,DMSO,-,81,950,0.273345
DMSO,DMSO,-,81,1000,0.214391
DMSO,DMSO,-,81,1050,0.227294
DMSO,DMSO,-,81,1100,0.205484
DMSO,DMSO,-,81,1150,0.206029
DMSO,DMSO,-,81,1200,0.2
DMSO,DMSO,-,81,1250,0.244563
DMSO,DMSO,-,81,1300,0.198263
DMSO,DMSO,-,81,1350,0.212902
DMSO,DMSO,-,81,1400,0.208263
DMSO,DMSO,-,81,1450,0.177644
DMSO,DMSO,-,81,1500,0.184964
DMSO,DMSO,-,81,1550,0.152137
DMSO,DMSO,-,81,1600,0.212902
DMSO,DMSO,-,81,1650,0.124248
DMSO,DMSO,-,81,1700,0.157943
DMSO,DMSO,-,81,1750,0.137498
DMSO,DMSO,-,81,1800,0.206476
DMSO,DMSO,-,82,0,0.090651
DMSO,DMSO,-,82,50,0.412157
DMSO,DMSO,-,82,100,0.558716
DMSO,DMSO,-,82,150,0.659121
DMSO,DMSO,-,82,200,0.639695
DMSO,DMSO,-,82,250,0.693264
DMSO,DMSO,-,82,300,0.679389
DMSO,DMSO,-,82,350,0.664558
DMSO,DMSO,-,82,400,0.637784
DMSO,DMSO,-,82,450,0.62193
DMSO,DMSO,-,82,500,0.564198
DMSO,DMSO,-,82,550,0.5773
DMSO,DMSO,-,82,600,0.454239
DMSO,DMSO,-,82,650,0.476349
DMSO,DMSO,-,82,700,0.41566
DMSO,DMSO,-,82,750,0.439248
DMSO,DMSO,-,82,800,0.446255
DMSO,DMSO,-,82,850,0.41434
DMSO,DMSO,-,82,900,0.400374
DMSO,DMSO,-,82,950,0.373077
DMSO,DMSO,-,82,1000,0.367868
DMSO,DMSO,-,82,1050,0.304131
DMSO,DMSO,-,82,1100,0.327401
DMSO,DMSO,-,82,1150,0.325855
DMSO,DMSO,-,82,1200,0.29617
DMSO,DMSO,-,82,1250,0.243647
DMSO,DMSO,-,82,1300,0.25841
DMSO,DMSO,-,82,1350,0.272695
DMSO,DMSO,-,82,1400,0.274742
DMSO,DMSO,-,82,1450,0.222424
DMSO,DMSO,-,82,1500,0.265461
DMSO,DMSO,-,82,1550,0.218011
DMSO,DMSO,-,82,1600,0.262027
DMSO,DMSO,-,82,1650,0.246854
DMSO,DMSO,-,82,1700,0.244102
DMSO,DMSO,-,82,1750,0.228998
DMSO,DMSO,-,82,1800,0.170902
DMSO,DMSO,-,83,0,0.031356
DMSO,DMSO,-,83,50,0.230944
DMSO,DMSO,-,83,100,0.353265
DMSO,DMSO,-,83,150,0.385084
DMSO,DMSO,-,83,200,0.419621
DMSO,DMSO,-,83,250,0.442003
DMSO,DMSO,-,83,300,0.43132
DMSO,DMSO,-,83,350,0.416406
DMSO,DMSO,-,83,400,0.451047
DMSO,DMSO,-,83,450,0.357476
DMSO,DMSO,-,83,500,0.456295
DMSO,DMSO,-,83,550,0.331174
DMSO,DMSO,-,83,600,0.267369
DMSO,DMSO,-,83,650,0.297529
DMSO,DMSO,-,83,700,0.252185
DMSO,DMSO,-,83,750,0.231567
DMSO,DMSO,-,83,800,0.159962
DMSO,DMSO,-,83,850,0.168612
DMSO,DMSO,-,83,900,0.14986
DMSO,DMSO,-,83,950,0.194333
DMSO,DMSO,-,83,1000,0.156083
DMSO,DMSO,-,83,1050,0.163011
DMSO,DMSO,-,83,1100,0.114037
DMSO,DMSO,-,83,1150,0.165666
DMSO,DMSO,-,83,1200,0.133515
DMSO,DMSO,-,83,1250,0.091199
DMSO,DMSO,-,83,1300,0.108603
DMSO,DMSO,-,83,1350,0.108727
DMSO,DMSO,-,83,1400,0.047971
DMSO,DMSO,-,83,1450,0.081969
DMSO,DMSO,-,83,1500,0.091573
DMSO,DMSO,-,83,1550,0.091324
DMSO,DMSO,-,83,1600,0.11103
DMSO,DMSO,-,83,1650,0.085786
DMSO,DMSO,-,83,1700,0.061039
DMSO,DMSO,-,83,1750,0.04152
DMSO,DMSO,-,83,1800,0.081409
DMSO,DMSO,-,84,0,0.045085
DMSO,DMSO,-,84,50,0.133343
DMSO,DMSO,-,84,100,0.21005
DMSO,DMSO,-,84,150,0.261167
DMSO,DMSO,-,84,200,0.259003
DMSO,DMSO,-,84,250,0.386611
DMSO,DMSO,-,84,300,0.313689
DMSO,DMSO,-,84,350,0.345856
DMSO,DMSO,-,84,400,0.419729
DMSO,DMSO,-,84,450,0.300926
DMSO,DMSO,-,84,500,0.280614
DMSO,DMSO,-,84,550,0.242109
DMSO,DMSO,-,84,600,0.235944
DMSO,DMSO,-,84,650,0.179527
DMSO,DMSO,-,84,700,0.216951
DMSO,DMSO,-,84,750,0.163325
DMSO,DMSO,-,84,800,0.1834
DMSO,DMSO,-,84,850,0.146993
DMSO,DMSO,-,84,900,0.125599
DMSO,DMSO,-,84,950,0.153266
DMSO,DMSO,-,84,1000,0.171653
DMSO,DMSO,-,84,1050,0.091226
DMSO,DMSO,-,84,1100,0.055014
DMSO,DMSO,-,84,1150,0.072665
DMSO,DMSO,-,84,1200,0.044371
DMSO,DMSO,-,84,1250,0.063169
DMSO,DMSO,-,84,1300,0.052093
DMSO,DMSO,-,84,1350,0.097802
DMSO,DMSO,-,84,1400,0.060119
DMSO,DMSO,-,84,1450,0.054213
DMSO,DMSO,-,84,1500,0.041213
DMSO,DMSO,-,84,1550,0.045734
DMSO,DMSO,-,84,1600,0.0604
DMSO,DMSO,-,84,1650,0.006234
DMSO,DMSO,-,84,1700,0.002708
DMSO,DMSO,-,84,1750,0.029596
DMSO,DMSO,-,84,1800,0.021636
DMSO,DMSO,-,85,0,0.036301
DMSO,DMSO,-,85,50,0.247579
DMSO,DMSO,-,85,100,0.719095
DMSO,DMSO,-,85,150,0.830088
DMSO,DMSO,-,85,200,0.788068
DMSO,DMSO,-,85,250,0.763846
DMSO,DMSO,-,85,300,0.664891
DMSO,DMSO,-,85,350,0.696202
DMSO,DMSO,-,85,400,0.592077
DMSO,DMSO,-,85,450,0.53359
DMSO,DMSO,-,85,500,0.469269
DMSO,DMSO,-,85,550,0.49962
DMSO,DMSO,-,85,600,0.413293
DMSO,DMSO,-,85,650,0.409379
DMSO,DMSO,-,85,700,0.407606
DMSO,DMSO,-,85,750,0.381464
DMSO,DMSO,-,85,800,0.30134
DMSO,DMSO,-,85,850,0.320688
DMSO,DMSO,-,85,900,0.29137
DMSO,DMSO,-,85,950,0.291444
DMSO,DMSO,-,85,1000,0.25068
DMSO,DMSO,-,85,1050,0.289229
DMSO,DMSO,-,85,1100,0.235099
DMSO,DMSO,-,85,1150,0.254077
DMSO,DMSO,-,85,1200,0.219074
DMSO,DMSO,-,85,1250,0.204304
DMSO,DMSO,-,85,1300,0.240859
DMSO,DMSO,-,85,1350,0.219369
DMSO,DMSO,-,85,1400,0.228822
DMSO,DMSO,-,85,1450,0.189978
DMSO,DMSO,-,85,1500,0.221585
DMSO,DMSO,-,85,1550,0.198249
DMSO,DMSO,-,85,1600,0.239234
DMSO,DMSO,-,85,1650,0.17063
DMSO,DMSO,-,85,1700,0.154679
DMSO,DMSO,-,85,1750,0.172402
DMSO,DMSO,-,85,1800,0.15431
DMSO,DMSO,-,86,0,-0.01186
DMSO,DMSO,-,86,50,0.366545
DMSO,DMSO,-,86,100,0.72295
DMSO,DMSO,-,86,150,0.749351
DMSO,DMSO,-,86,200,0.677002
DMSO,DMSO,-,86,250,0.644615
DMSO,DMSO,-,86,300,0.615113
DMSO,DMSO,-,86,350,0.513262
DMSO,DMSO,-,86,400,0.484409
DMSO,DMSO,-,86,450,0.42288
DMSO,DMSO,-,86,500,0.407588
DMSO,DMSO,-,86,550,0.391647
DMSO,DMSO,-,86,600,0.366834
DMSO,DMSO,-,86,650,0.341587
DMSO,DMSO,-,86,700,0.316269
DMSO,DMSO,-,86,750,0.31901
DMSO,DMSO,-,86,800,0.253875
DMSO,DMSO,-,86,850,0.247815
DMSO,DMSO,-,86,900,0.209585
DMSO,DMSO,-,86,950,0.250917
DMSO,DMSO,-,86,1000,0.234615
DMSO,DMSO,-,86,1050,0.197251
DMSO,DMSO,-,86,1100,0.202805
DMSO,DMSO,-,86,1150,0.228773
DMSO,DMSO,-,86,1200,0.236707
DMSO,DMSO,-,86,1250,0.178208
DMSO,DMSO,-,86,1300,0.190615
DMSO,DMSO,-,86,1350,0.178641
DMSO,DMSO,-,86,1400,0.174024
DMSO,DMSO,-,86,1450,0.13904
DMSO,DMSO,-,86,1500,0.139689
DMSO,DMSO,-,86,1550,0.10759
DMSO,DMSO,-,86,1600,0.131033
DMSO,DMSO,-,86,1650,0.181454
DMSO,DMSO,-,86,1700,0.126778
DMSO,DMSO,-,86,1750,0.120935
DMSO,DMSO,-,86,1800,0.172004
DMSO,DMSO,-,87,0,0.024337
DMSO,DMSO,-,87,50,0.359284
DMSO,DMSO,-,87,100,0.684299
DMSO,DMSO,-,87,150,0.705329
DMSO,DMSO,-,87,200,0.646621
DMSO,DMSO,-,87,250,0.640633
DMSO,DMSO,-,87,300,0.556294
DMSO,DMSO,-,87,350,0.554395
DMSO,DMSO,-,87,400,0.391997
DMSO,DMSO,-,87,450,0.401417
DMSO,DMSO,-,87,500,0.407258
DMSO,DMSO,-,87,550,0.32825
DMSO,DMSO,-,87,600,0.353223
DMSO,DMSO,-,87,650,0.298384
DMSO,DMSO,-,87,700,0.268811
DMSO,DMSO,-,87,750,0.267496
DMSO,DMSO,-,87,800,0.286117
DMSO,DMSO,-,87,850,0.216163
DMSO,DMSO,-,87,900,0.246904
DMSO,DMSO,-,87,950,0.211124
DMSO,DMSO,-,87,1000,0.221274
DMSO,DMSO,-,87,1050,0.209299
DMSO,DMSO,-,87,1100,0.192431
DMSO,DMSO,-,87,1150,0.20594
DMSO,DMSO,-,87,1200,0.219303
DMSO,DMSO,-,87,1250,0.250263
DMSO,DMSO,-,87,1300,0.197177
DMSO,DMSO,-,87,1350,0.188488
DMSO,DMSO,-,87,1400,0.158695
DMSO,DMSO,-,87,1450,0.168845
DMSO,DMSO,-,87,1500,0.132773
DMSO,DMSO,-,87,1550,0.156139
DMSO,DMSO,-,87,1600,0.173518
DMSO,DMSO,-,87,1650,0.132773
DMSO,DMSO,-,87,1700,0.124229
DMSO,DMSO,-,87,1750,0.114079
DMSO,DMSO,-,87,1800,0.122696
DMSO,DMSO,-,88,0,0.00157
DMSO,DMSO,-,88,50,0.520405
DMSO,DMSO,-,88,100,0.701127
DMSO,DMSO,-,88,150,0.657606
DMSO,DMSO,-,88,200,0.613656
DMSO,DMSO,-,88,250,0.580979
DMSO,DMSO,-,88,300,0.51855
DMSO,DMSO,-,88,350,0.460902
DMSO,DMSO,-,88,400,0.465183
DMSO,DMSO,-,88,450,0.431221
DMSO,DMSO,-,88,500,0.34161
DMSO,DMSO,-,88,550,0.303867
DMSO,DMSO,-,88,600,0.303867
DMSO,DMSO,-,88,650,0.284247
DMSO,DMSO,-,88,700,0.289883
DMSO,DMSO,-,88,750,0.263271
DMSO,DMSO,-,88,800,0.231521
DMSO,DMSO,-,88,850,0.197774
DMSO,DMSO,-,88,900,0.183861
DMSO,DMSO,-,88,950,0.246361
DMSO,DMSO,-,88,1000,0.228953
DMSO,DMSO,-,88,1050,0.174443
DMSO,DMSO,-,88,1100,0.194349
DMSO,DMSO,-,88,1150,0.155893
DMSO,DMSO,-,88,1200,0.195348
DMSO,DMSO,-,88,1250,0.174872
DMSO,DMSO,-,88,1300,0.167951
DMSO,DMSO,-,88,1350,0.157035
DMSO,DMSO,-,88,1400,0.148259
DMSO,DMSO,-,88,1450,0.171732
DMSO,DMSO,-,88,1500,0.175728
DMSO,DMSO,-,88,1550,0.179652
DMSO,DMSO,-,88,1600,0.123787
DMSO,DMSO,-,88,1650,0.097674
DMSO,DMSO,-,88,1700,0.091824
DMSO,DMSO,-,88,1750,0.164384
DMSO,DMSO,-,88,1800,0.114655
DMSO,DMSO,-,89,0,0.04393
DMSO,DMSO,-,89,50,0.584949
DMSO,DMSO,-,89,100,0.752856
DMSO,DMSO,-,89,150,0.737967
DMSO,DMSO,-,89,200,0.680991
DMSO,DMSO,-,89,250,0.59431
DMSO,DMSO,-,89,300,0.608019
DMSO,DMSO,-,89,350,0.479177
DMSO,DMSO,-,89,400,0.456402
DMSO,DMSO,-,89,450,0.403848
DMSO,DMSO,-,89,500,0.380703
DMSO,DMSO,-,89,550,0.362792
DMSO,DMSO,-,89,600,0.350409
DMSO,DMSO,-,89,650,0.270141
DMSO,DMSO,-,89,700,0.28105
DMSO,DMSO,-,89,750,0.278912
DMSO,DMSO,-,89,800,0.241173
DMSO,DMSO,-,89,850,0.281344
DMSO,DMSO,-,89,900,0.271762
DMSO,DMSO,-,89,950,0.240805
DMSO,DMSO,-,89,1000,0.237046
DMSO,DMSO,-,89,1050,0.218029
DMSO,DMSO,-,89,1100,0.236677
DMSO,DMSO,-,89,1150,0.192968
DMSO,DMSO,-,89,1200,0.207047
DMSO,DMSO,-,89,1250,0.206457
DMSO,DMSO,-,89,1300,0.239847
DMSO,DMSO,-,89,1350,0.186261
DMSO,DMSO,-,89,1400,0.19142
DMSO,DMSO,-,89,1450,0.180438
DMSO,DMSO,-,89,1500,0.147122
DMSO,DMSO,-,89,1550,0.153829
DMSO,DMSO,-,89,1600,0.14808
DMSO,DMSO,-,89,1650,0.148375
DMSO,DMSO,-,89,1700,0.138424
DMSO,DMSO,-,89,1750,0.135844
DMSO,DMSO,-,89,1800,0.146827
DMSO,DMSO,-,90,0,-0.00123
DMSO,DMSO,-,90,50,0.735461
DMSO,DMSO,-,90,100,0.80978
DMSO,DMSO,-,90,150,0.76107
DMSO,DMSO,-,90,200,0.701438
DMSO,DMSO,-,90,250,0.661363
DMSO,DMSO,-,90,300,0.590144
DMSO,DMSO,-,90,350,0.555605
DMSO,DMSO,-,90,400,0.438997
DMSO,DMSO,-,90,450,0.432724
DMSO,DMSO,-,90,500,0.428517
DMSO,DMSO,-,90,550,0.350213
DMSO,DMSO,-,90,600,0.308441
DMSO,DMSO,-,90,650,0.333165
DMSO,DMSO,-,90,700,0.3094
DMSO,DMSO,-,90,750,0.285267
DMSO,DMSO,-,90,800,0.219731
DMSO,DMSO,-,90,850,0.268145
DMSO,DMSO,-,90,900,0.240395
DMSO,DMSO,-,90,950,0.2139
DMSO,DMSO,-,90,1000,0.200985
DMSO,DMSO,-,90,1050,0.187184
DMSO,DMSO,-,90,1100,0.226447
DMSO,DMSO,-,90,1150,0.195671
DMSO,DMSO,-,90,1200,0.242314
DMSO,DMSO,-,90,1250,0.170578
DMSO,DMSO,-,90,1300,0.206889
DMSO,DMSO,-,90,1350,0.198771
DMSO,DMSO,-,90,1400,0.176261
DMSO,DMSO,-,90,1450,0.149249
DMSO,DMSO,-,90,1500,0.166371
DMSO,DMSO,-,90,1550,0.144305
DMSO,DMSO,-,90,1600,0.176261
DMSO,DMSO,-,90,1650,0.163493
DMSO,DMSO,-,90,1700,0.182608
DMSO,DMSO,-,90,1750,0.125411
DMSO,DMSO,-,90,1800,0.193531
